,event_id,investigation_type,accident_number,event_date,location,country,latitude,longitude,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,schedule,purpose_of_flight,air_carrier,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,publication_date,total_injuries
62000,20070305X00244,Accident,LAX07CA077,2007-01-31,"Kaunakakai, HI",United States,21.150278,-157.096666,,,Non-Fatal,Unknown,Airplane,N979HA,"bombardier,",DHC-8-103,No,2.0,Turbo Prop,Part 91: General Aviation,,Positioning,,0.0,1.0,0.0,5.0,VMC,Descent,Probable Cause,25-04-2007,1.0
62008,20070208X00156,Accident,CHI07LA063,2007-02-02,"CAPE GIRARDEAU, MO",United States,37.225278,-89.573611,CGI,Cape Girardeau,Non-Fatal,Substantial,Airplane,N777AJ,raytheon,B200,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,20-11-2008,0.0
62011,20070212X00169,Accident,NYC07FA065,2007-02-02,"Dartmouth, MA",United States,41.6675,-78.976111,EWB,New Bedford Regional Airport,Fatal(3),Destroyed,Airplane,N944CA,socata,TBM 700,No,1.0,Turbo Prop,Part 91: General Aviation,,Executive/corporate,,3.0,0.0,0.0,0.0,IMC,Go-around,Probable Cause,24-09-2014,3.0
62024,20070214X00187,Accident,SEA07FA051,2007-02-06,"BELGRADE, MT",United States,45.993055,-111.236666,BZN,GALLATIN FIELD,Fatal(3),Substantial,Airplane,N45MF,beech,200,No,2.0,Turbo Shaft,Part 91: General Aviation,,Unknown,,3.0,0.0,0.0,0.0,VMC,Descent,Probable Cause,06-01-2009,3.0
62046,20081219X65331,Incident,ENG07WA019,2007-02-10,"Shanghai, China",China,,,PVG,Shanghai International Airport,Incident,Unknown,Airplane,,airbus,A300,No,2.0,Turbo Fan,Unknown,NSCH,,,0.0,0.0,0.0,2.0,,Unknown,Foreign,14-07-2009,0.0
62183,20070524X00630,Accident,ATL07CA051,2007-03-15,"COLLINWOOD, TN",United States,35.207222,-87.780834,NONE,Private strip,Non-Fatal,Substantial,Airplane,N90319,air,AT-502B,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,27-06-2007,0.0
62191,20070322X00318,Accident,MIA07FA060,2007-03-16,"Titusville, FL",United States,28.516667,-80.8,KTIX,Space Coast Regional Airport,Fatal(1),Destroyed,Airplane,N63925,aero,L-39C,No,1.0,Turbo Jet,Part 91: General Aviation,,Air Race/show,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,16-03-2011,1.0
62240,20070417X00429,Accident,NYC07LA087,2007-03-26,"NEWPORT NEWS, VA",United States,37.131667,-76.492777,PHF,Newport News International,Non-Fatal,Substantial,Airplane,N527PA,gates,36A,No,2.0,Turbo Fan,Public Use,,Public Aircraft,,0.0,0.0,0.0,2.0,IMC,Takeoff,Probable Cause,25-01-2011,0.0
62295,20070503X00504,Accident,CHI07FA107,2007-04-07,"LAKE MICHIGAN, MI",United States,42.858333,-86.358333,ORD,Chicago O'Hare Intl,Non-Fatal,Substantial,Airplane,N77181,canadair,CL-600-2B19,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,"Mesa Airlines, Inc. (dba: United Express)",0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,24-12-2008,0.0
62317,20070501X00494,Accident,DCA07FA037,2007-04-12,"TRAVERSE CITY, MI",United States,44.741666,-85.593333,KTVC,Cherry Capitol Airport,Non-Fatal,Substantial,Airplane,N8905F,bombardier,CL-600-2B19,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,Pinnacle Air Inc (dba: Northwest Airlink),0.0,0.0,0.0,52.0,IMC,Landing,Probable Cause,04-06-2009,0.0
62402,20070520X00598,Accident,NYC07LA105,2007-04-25,"La Plata, MD",United States,38.454722,-77.049722,,,Non-Fatal,Unknown,Airplane,N648SW,boeing,737-300,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,,0.0,1.0,0.0,102.0,IMC,Approach,Probable Cause,06-05-2009,1.0
62443,20070529X00646,Accident,DFW07CA104,2007-04-30,"BENOIT, MS",United States,33.650833,-91.009167,UNK,Crop Duster Airstrip,Non-Fatal,Substantial,Airplane,N629LA,air,AT-602,No,1.0,Turbo Shaft,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,27-06-2007,0.0
62453,20070510X00542,Incident,MIA07IA088,2007-05-02,"Atlanta, GA",United States,33.636666,-84.428056,ATL,Hartsfield - Jackson Atlanta,Incident,Unknown,Airplane,N270AX,mcdonnell,DC-10-30,No,3.0,Turbo Fan,Part 121: Air Carrier,NSCH,,Omni Air International Inc,0.0,0.0,0.0,306.0,VMC,Descent,Probable Cause,29-01-2009,0.0
62458,20070508X00524,Accident,LAX07FA150,2007-05-03,"Dillon, MT",United States,45.253333,-112.548889,DLN,Dillon,Fatal(2),Destroyed,Airplane,N22HP,cessna,S550,No,2.0,Turbo Jet,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,25-11-2008,2.0
62468,20070613X00720,Accident,CHI07CA131,2007-05-04,"Humphrey, AR",United States,34.401667,-91.761667,,,Non-Fatal,Destroyed,Airplane,N668FA,grumman-schweizer,G-164B,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,27-06-2007,1.0
62537,20070606X00689,Accident,CHI07CA144,2007-05-14,"WALNUT RIDGE, AR",United States,36.125,-90.925,PVT,,Non-Fatal,Substantial,Airplane,N8402K,gulfstream-schweizer,Gulfstream AM G-164B,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,27-06-2007,0.0
62542,20070530X00665,Accident,DFW07CA114,2007-05-16,"EDMONSON, TX",United States,39.336666,-101.916945,,,Non-Fatal,Substantial,Airplane,N120CP,air,AT-402A,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,27-06-2007,1.0
62550,20070601X00676,Accident,NYC07LA121,2007-05-18,"SYRACUSE, NY",United States,43.111111,-76.106389,SYR,Syracuse Hancock International,Non-Fatal,Substantial,Airplane,N1799U,douglas,DC-9-31,No,2.0,Turbo Jet,Part 121: Air Carrier,SCHD,,,0.0,0.0,0.0,99.0,VMC,Standing,Probable Cause,25-11-2008,0.0
62583,20090421X25414,Incident,ENG07WA041,2007-05-24,"Broome, Australia, Australia",Australia,,,BME,Broome,Incident,Unknown,Airplane,,beech,B200,No,2.0,Turbo Prop,Unknown,,,,0.0,0.0,0.0,0.0,,Unknown,Foreign,20-10-2009,0.0
62610,20070621X00769,Accident,DFW07CA123,2007-05-29,"BANQUETE, TX",United States,27.801389,-97.805,CRP,CORPUS CHRISTI INTL,Non-Fatal,Substantial,Airplane,N502DB,air,AT-502B,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,27-06-2007,0.0
62647,20081219X65334,Incident,ENG07IA030,2007-06-04,"Bismarck, ND",United States,,,KBIS,Bismarck,Incident,Minor,Airplane,N136DH,learjet,36,No,2.0,Turbo Fan,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,,Takeoff,Probable Cause,16-03-2011,0.0
62648,20070613X00718,Accident,CHI07MA160,2007-06-04,"Milwaukee, WI",United States,43.036666,-87.856389,MKE,GENERAL MITCHELL INTERNATIONAL,Fatal(6),Destroyed,Airplane,N550BP,cessna,550,No,2.0,Turbo Fan,Part 135: Air Taxi & Commuter,NSCH,,Marlin Air Inc,6.0,0.0,0.0,0.0,VMC,Climb,Probable Cause,17-11-2009,6.0
62651,20070726X01020,Accident,CHI07CA163,2007-06-05,"WALNUT RIDGE, AR",United States,36.129723,-90.930556,PVT,Private Airstrip,Non-Fatal,Substantial,Airplane,N3627B,schweizer,G-164B,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,30-08-2007,1.0
62673,20070616X00749,Accident,SEA07LA152,2007-06-10,"SANTA BARBARA, CA",United States,34.426111,-119.840277,SBA,Santa Barbara Municipal Apt,Non-Fatal,Substantial,Airplane,N914DD,dassault-breguet,Mystere Falcon 900,No,3.0,Turbo Fan,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,15.0,VMC,Takeoff,Probable Cause,10-11-2008,0.0
62697,20070627X00819,Incident,LAX07IA191,2007-06-13,"Phoenix, AZ",United States,33.434444,-112.011667,PHX,Pheonix Sky Harbor Intl.,Incident,Unknown,Airplane,N7264V,"bombardier,",CL-600-2B19,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,"Mesa Airlines, Inc. (dba: Us Airways Express)",0.0,0.0,0.0,53.0,VMC,Standing,Probable Cause,29-01-2009,0.0
62802,20070705X00879,Accident,CHI07FA184B,2007-06-27,"CHICAGO, IL",United States,41.968611,-87.907778,ORD,CHICAGO O'HARE INTL,Non-Fatal,Substantial,Airplane,N9630A,mcdonnell,MD 83,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,,0.0,0.0,0.0,501.0,VMC,Standing,Probable Cause,23-03-2009,0.0
62804,20070705X00879,Accident,CHI07FA184A,2007-06-27,"Chicago, IL",United States,41.968611,-87.907778,ORD,CHICAGO O'HARE INTL,Non-Fatal,Minor,Airplane,N213UA,boeing,777-222,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,,0.0,0.0,0.0,501.0,VMC,Taxi,Probable Cause,23-03-2009,0.0
62814,20070705X00878,Accident,CHI07FA183,2007-06-28,"Wellsville, MO",United States,39.123611,-91.578334,,,Fatal(3),Destroyed,Airplane,N477MD,piper,PA-46-500TP,No,1.0,Turbo Prop,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,VMC,Climb,Probable Cause,09-11-2009,3.0
62826,20070711X00907,Accident,CHI07FA187,2007-06-30,"Conway, AR",United States,35.081389,-92.433056,KCWS,Dennis F. Cantrell Field Arpt,Fatal(2),Destroyed,Airplane,N771HR,cessna,500,No,2.0,Turbo Fan,Part 91: General Aviation,,Personal,,2.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,10-09-2009,3.0
62827,20071018X01621,Accident,CHI07CA188,2007-06-30,"Walkerville, IL",United States,39.497222,-90.668889,,,Non-Fatal,Destroyed,Airplane,N5230S,air,AT-301,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,31-10-2007,0.0
62847,20070713X00933,Accident,LAX07FA200,2007-07-03,"Carlsbad, CA",United States,33.127223,-117.299444,CRQ,Carsbad,Fatal(2),Destroyed,Airplane,N47LC,beech,E90,No,2.0,Turbo Prop,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,17-06-2019,2.0
62863,20070723X00976,Accident,DFW07CA150,2007-07-06,"COLORADO CITY, TX",United States,32.469445,-100.924167,,,Non-Fatal,Substantial,Airplane,N2254S,ayres,S2R-G10,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,22-01-2014,0.0
62872,20070723X00989,Accident,LAX07TA208,2007-07-07,"BURNS, OR",United States,43.68,-119.431667,,,Non-Fatal,Substantial,Airplane,N92043,wsk,M-18A,No,1.0,Turbo Prop,Public Use,,Firefighting,,0.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,20-10-2009,1.0
62875,20070730X01056,Accident,DFW07CA151,2007-07-07,"ELDORADO, TX",United States,30.911667,-100.765833,,,Non-Fatal,Substantial,Airplane,N712GS,air,AT-402B,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,14-04-2011,0.0
62887,20071106X01735,Accident,MIA07CA122,2007-07-08,"Louisburg, NC",United States,36.088055,-78.368611,,,Non-Fatal,Minor,Airplane,N1999G,beech,B90,No,2.0,Turbo Prop,Part 91: General Aviation,,Skydiving,,0.0,1.0,0.0,12.0,VMC,Descent,Probable Cause,29-11-2007,1.0
62918,20070911X01360,Accident,MIA07CA119,2007-07-12,"Atlanta, GA",United States,33.636666,-84.428334,ATL,THE WILLIAM B HARTSFIELD ATLAN,Non-Fatal,Unknown,Airplane,N865DA,boeing,777-232,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,Delta Air Lines Inc,0.0,1.0,0.0,250.0,VMC,Taxi,Probable Cause,31-10-2007,1.0
62947,20070831X01288,Accident,CHI07CA214,2007-07-15,"SHELDON, IL",United States,40.8,-87.529445,,,Non-Fatal,Substantial,Airplane,N8449K,grumman,G-164B,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,31-10-2007,1.0
62980,20070803X01102,Accident,CHI07CA220,2007-07-20,"WEST LIBERTY, IA",United States,41.586111,-91.220278,4IA2,Walker Field,Non-Fatal,Substantial,Airplane,N8490K,schweizer,G-164B,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,30-08-2007,1.0
63005,20070810X01167,Accident,CHI07CA230,2007-07-23,"WALNUT RIDGE, AR",United States,36.1425,-90.836666,PVT,Wilson's Flying Service,Non-Fatal,Substantial,Airplane,N8402K,gulfstream-schweizer,Gulfstream AM G-164B,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,30-08-2007,1.0
63006,20071129X01873,Accident,CHI07CA227,2007-07-23,"PROPHETSTOWN, IL",United States,41.666667,-90.083333,,,Non-Fatal,Substantial,Airplane,N628JP,air,AT-602,No,1.0,Turbo Prop,Part 91: General Aviation,,Positioning,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,20-12-2007,0.0
63009,20081219X65340,Incident,ENG07WA040,2007-07-23,"Indian Ocean, Unknown",Unknown,,,,,Incident,Unknown,Airplane,,airbus,A330,No,2.0,Turbo Fan,"Non-U.S., Commercial",SCHD,,,0.0,0.0,0.0,0.0,,Unknown,Foreign,19-05-2010,0.0
63036,20070904X01301,Accident,NYC07CA185,2007-07-27,"WALLKILL, NY",United States,41.627778,-74.133611,N45,Kobelt Airport,Non-Fatal,Substantial,Airplane,N435A,beech,65-A90,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,31-10-2007,0.0
63108,20070815X01188,Accident,DEN07MA134,2007-08-05,"Ruidoso, NM",United States,33.459167,-105.453333,SRR,Sierra Blanca Regional,Fatal(5),Destroyed,Airplane,N369CD,beech,E90B,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,,,5.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,28-12-2008,5.0
63127,20070912X01390,Accident,CHI07CA259,2007-08-09,"CRESTON, IA",United States,41.021945,-94.3625,,,Non-Fatal,Substantial,Airplane,N9195G,air,AT-502,No,1.0,Turbo Prop,Part 137: Agricultural,,Ferry,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,31-10-2007,0.0
63156,20071018X01618,Accident,CHI07CA268,2007-08-12,"COOKSVILLE, IL",United States,40.897222,-88.713889,,,Non-Fatal,Substantial,Airplane,N61352,air,AT-502B,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,31-10-2007,0.0
63225,20070927X01458,Accident,DFW07CA189,2007-08-22,"Hobby Airport, TX",United States,29.645555,-95.278889,HOU,WILLIAM P HOBBY,Non-Fatal,Unknown,Airplane,N6kf,mitsubishi,MU-2B-36,No,2.0,Turbo Prop,Part 91: General Aviation,,Unknown,,0.0,1.0,0.0,0.0,VMC,Standing,Probable Cause,29-11-2007,1.0
63227,20070904X01308,Accident,NYC07LA202,2007-08-23,"WESTHAMPTON, NY",United States,40.843333,-72.631667,FOK,Francis S. Gabreski,Non-Fatal,Substantial,Airplane,N9CU,learjet,60,No,2.0,Turbo Fan,Part 135: Air Taxi & Commuter,NSCH,,"Jet Share Us, Llc",0.0,0.0,0.0,6.0,IMC,Landing,Probable Cause,11-06-2009,0.0
63264,20071012X01578,Accident,SEA07CA244,2007-08-29,"SALOME, AZ",United States,33.675,-113.774723,NONE,Vicksburg Farms Airstrip,Non-Fatal,Substantial,Airplane,N8521Z,air,AT-502B,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,29-11-2007,0.0
63323,20070919X01415,Accident,MIA07LA140,2007-09-05,"CROSS CITY, FL",United States,29.625556,-83.291389,,,Non-Fatal,Substantial,Airplane,N702PA,cessna,208B,No,1.0,Turbo Prop,Part 91: General Aviation,,Positioning,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,06-05-2009,0.0
63385,20071018X01610,Accident,NYC07LA229,2007-09-14,"ATLANTA, GA",United States,33.875556,-84.301944,PDK,Dekalb-Peachtree Airport,Non-Fatal,Substantial,Airplane,N100G,israel,Astra SPX,No,2.0,Turbo Fan,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,1.0,3.0,IMC,Landing,Probable Cause,11-06-2009,1.0
63394,20080611X00829,Accident,NYC07LA245,2007-09-15,"BLOOMINGDALE, GA",United States,32.1575,-81.391389,GA35,Cypress Lakes,Non-Fatal,Substantial,Airplane,N515KJ,beech,C-90,No,2.0,Turbo Prop,Part 91: General Aviation,,Positioning,,0.0,0.0,0.0,1.0,VMC,Descent,Probable Cause,06-05-2009,0.0
63455,20071011X01539,Accident,MIA07LA158,2007-09-26,"ROCKLEDGE, FL",United States,28.341666,-80.685555,COI,Merritt Island,Non-Fatal,Substantial,Airplane,N880FS,fly,COMP AIR 1,Yes,1.0,Turbo Prop,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,04-08-2011,0.0
63463,20071005X01522,Accident,DCA07MA310,2007-09-28,"ST. LOUIS, MO",United States,38.748611,-90.366945,STL,Lambert-St. Louis Int Airport,Non-Fatal,Substantial,Airplane,N454AA,mcdonnell,DC-9-82 (MD-82),No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,American Airlines,0.0,0.0,0.0,143.0,VMC,Climb,Probable Cause,28-03-2010,0.0
63505,20071029X01672,Accident,DEN08FA003,2007-10-04,"Pagosa Springs, CO",United States,37.183611,-106.584444,,Not Applicable,Fatal(3),Destroyed,Airplane,N590GM,raytheon,C90A,No,2.0,Turbo Prop,Part 91: General Aviation,,Positioning,,3.0,0.0,0.0,0.0,IMC,Descent,Probable Cause,25-04-2014,3.0
63534,20071017X01609,Accident,LAX08MA007,2007-10-07,"Naches, WA",United States,46.587222,-121.352222,,,Fatal(10),Destroyed,Airplane,N430A,cessna,208B,No,1.0,Turbo Prop,Part 91: General Aviation,,Personal,,10.0,0.0,0.0,0.0,IMC,Maneuvering,Probable Cause,22-06-2009,10.0
63547,20071023X01635,Incident,CHI08IA026,2007-10-09,"Chicago, IL",United States,41.968611,-87.907778,ORD,CHICAGO O'HARE INTL,Incident,Minor,Airplane,N431UA,airbus,A320-232,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,United Air Lines Inc,0.0,0.0,2.0,125.0,VMC,Landing,Probable Cause,24-12-2008,2.0
63553,20071210X01922,Accident,DFW08CA014,2007-10-10,"TAFT, TX",United States,27.979167,-97.396389,HAA,Hunt's Ag-Air,Non-Fatal,Substantial,Airplane,N5006K,air,402B,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,20-12-2007,0.0
63561,20071128X01866,Accident,DFW08CA009,2007-10-11,"COLUMBIA, LA",United States,32.122223,-92.052778,,,Non-Fatal,Substantial,Airplane,N8521L,air,AT-602,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,31-03-2008,0.0
63584,20071030X01686,Accident,DEN08LA013,2007-10-17,"GOODLAND, KS",United States,39.368889,-101.692777,GLD,Renner Field,Non-Fatal,Substantial,Airplane,N31MC,learjet,35A,No,2.0,Turbo Fan,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,IMC,Landing,Probable Cause,24-12-2008,0.0
63607,20071023X01634,Incident,CHI08IA022,2007-10-20,"Fargo, ND",United States,46.920556,-96.815833,FAR,Hector International,Incident,Minor,Airplane,N331NW,airbus,A320-211,No,2.0,Turbo Jet,Part 121: Air Carrier,SCHD,,Northwest Airlines (dba: Northwest Airlines),0.0,0.0,0.0,138.0,VMC,Landing,Probable Cause,16-03-2011,0.0
63646,20081219X65251,Incident,ENG08IA001,2007-10-28,"Charlotte (CLT), NC",United States,,,CLT,Douglas International,Incident,Minor,Airplane,N919UW,boeing,757-225,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,Us Airways Inc (dba: Us Airways),0.0,0.0,0.0,0.0,,Standing,Probable Cause,12-04-2011,0.0
63661,20080111X00042,Accident,DFW08LA035,2007-11-01,"LENORA, TX",United States,32.753611,-101.918334,,,Non-Fatal,Substantial,Airplane,N32984,ayres,S2-R,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,22-01-2014,0.0
63693,20071108X01768,Accident,MIA08LA014A,2007-11-06,"OPA LOCKA, FL",United States,25.904167,-80.273611,OPF,Opa Locka Executive Airport,Non-Fatal,Substantial,Airplane,N701SE,cessna,C208B,No,1.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Business,"Florida Air Cargo, Inc (dba: Florida Air Cargo, Inc)",0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,09-12-2011,0.0
63696,20071113X01788,Accident,LAX08FA026,2007-11-06,"Chino, CA",United States,33.978056,-117.660278,CNO,Chino Airport,Fatal(2),Destroyed,Airplane,N30GC,beech,A100,No,2.0,Turbo Prop,Part 91: General Aviation,,Executive/corporate,,2.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,24-09-2014,2.0
63704,20080307X00285,Accident,CHI08CA043,2007-11-09,"LOOP CITY, NE",United States,41.143611,-102.102222,,,Non-Fatal,Substantial,Airplane,N9192X,air,AT-502,No,1.0,Turbo Shaft,Part 137: Agricultural,,Aerial Application,,0.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,31-03-2008,1.0
63709,20121004X53806,Incident,ERA13IA006,2007-11-09,,Unknown,46.573056,-37.768334,,,Incident,Unknown,Airplane,N42RF,lockheed,WP-3D,No,4.0,Turbo Prop,Public Use,,Public Aircraft - Federal,,0.0,0.0,0.0,6.0,IMC,Maneuvering,Probable Cause,30-05-2013,0.0
63719,20071127X01856,Accident,DFW08LA030,2007-11-11,"SUGAR LAND, TX",United States,29.633056,-95.655556,KSGR,Sugar Land Regional Airport,Non-Fatal,Substantial,Airplane,N209LS,gulfstream,G-IV,No,2.0,Turbo Fan,Part 91: General Aviation,,Business,,0.0,0.0,0.0,8.0,VMC,Landing,Probable Cause,24-12-2008,0.0
63746,20071231X02010,Incident,ENG08IA002,2007-11-17,"Greenville, TX",United States,33.191111,-95.978334,DAL,Love Field,Incident,Minor,Airplane,N676SW,boeing,737-300,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,Southwest Airlines,0.0,0.0,0.0,138.0,VMC,Climb,Probable Cause,22-06-2009,0.0
63749,20071226X01989,Accident,SEA08CA034,2007-11-19,"CALEXICO, CA",United States,32.672223,-115.562222,NONE,Private Airstrip,Non-Fatal,Substantial,Airplane,N2237D,ayres,S2R-G1,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,31-01-2008,0.0
63796,20071206X01909,Accident,SEA08LA041,2007-12-02,"COEUR D'ALENE, ID",United States,47.774167,-116.819445,COE,Coeur d'Alene Air Terminal,Non-Fatal,Substantial,Airplane,N551GF,cessna,551,No,2.0,Turbo Fan,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,8.0,VMC,Landing,Probable Cause,24-03-2010,0.0
63807,20071212X01932,Accident,CHI08FA045,2007-12-05,"Columbus, OH",United States,39.788333,-82.940277,LCK,Rickenbacker International,Fatal(2),Destroyed,Airplane,N28MG,cessna,208B,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,,Castle Aviation Llc,2.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,17-08-2012,2.0
63814,20080123X00099,Accident,LAX08CA036,2007-12-07,"BATTLE MOUNTAIN, NV",United States,40.6,-116.866667,BAM,BATTLE MOUNTAIN,Non-Fatal,Substantial,Airplane,C-GPIA,piaggio,Avanti P-180,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,IMC,Landing,Probable Cause,28-02-2008,0.0
63828,20071219X01978,Accident,SEA08FA042,2007-12-10,"Salmon, ID",United States,45.113889,-113.884722,KSMN,Lemhi County Airport,Fatal(2),Destroyed,Airplane,N925TT,beech,200,No,2.0,Turbo Prop,Part 91: General Aviation,,Executive/corporate,,2.0,0.0,0.0,2.0,IMC,Takeoff,Probable Cause,04-08-2011,2.0
63834,20080123X00097,Accident,NYC08CA073,2007-12-12,"MUSCLE SHOALS, AL",United States,34.745277,-87.610278,MLS,Muscle Shoals,Non-Fatal,Substantial,Airplane,N112ED,piper,PA-31T,No,2.0,Turbo Prop,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,17-06-2019,0.0
63841,20080213X00187,Accident,NYC08LA062B,2007-12-14,"NEW YORK, NY",United States,40.658333,-73.786666,JFK,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N184JB,embraer,EMB-190,No,2.0,Turbo Fan,Part 91: General Aviation,SCHD,Positioning,,0.0,0.0,0.0,5.0,IMC,Standing,Probable Cause,30-09-2009,0.0
63845,20071231X02013,Accident,CHI08FA050,2007-12-14,"Chicago, IL",United States,41.978611,-87.904722,ORD,Chicago O'Hare Intl,Non-Fatal,Minor,Airplane,N220UA,boeing,777-222,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,,0.0,1.0,0.0,263.0,VMC,Approach,Probable Cause,24-12-2008,1.0
63850,20071217X01939,Accident,DCA08FA018,2007-12-16,"PROVIDENCE, RI",United States,,,KPVD,Theodore F. Green State,Non-Fatal,Substantial,Airplane,N470ZW,bombardier,CL600-2B19,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,Air Wisconsin Airlines,0.0,0.0,0.0,34.0,IMC,Landing,Probable Cause,29-05-2012,0.0
63860,20080116X00058,Accident,ANC08LA027,2007-12-18,"BETHEL, AK",United States,60.795,-161.888333,PABE,Bethel,Non-Fatal,Substantial,Airplane,N5187B,cessna,208B,No,1.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,,Arctic Circle Air Service Inc.,0.0,1.0,1.0,0.0,VMC,Climb,Probable Cause,17-11-2009,2.0
