,event_id,investigation_type,accident_number,event_date,location,country,latitude,longitude,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,schedule,purpose_of_flight,air_carrier,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,publication_date
61575,20061026X01561,Accident,LAX07FA012,2006-10-18,"Prescott, AZ",United States,34.880278,-112.253333,,,Fatal(5),Destroyed,Airplane,N121CS,piper,PA-42,No,2.0,Turbo Prop,Part 91: General Aviation,,Personal,,5.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,07-08-2009
61640,20061114X01639,Accident,MIA07FA005,2006-11-01,"FORT LAUDERDALE, FL",United States,26.076945,-80.152222,KFLL,Fort Lauderdale/Hollywood Intl,Non-Fatal,Substantial,Airplane,N232TN,british aerospace,HS 125-700A,No,2.0,Turbo Fan,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,12.0,VMC,Landing,Probable Cause,20-11-2008
61671,20070426X00458,Accident,CHI07FA020A,2006-11-07,"Chicago, IL",United States,41.978611,-87.904722,ORD,O'Hare International,Non-Fatal,Minor,Airplane,N428UA,airbus,A-320-200,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,United Airlines Inc (dba: United Airlines),0.0,0.0,0.0,216.0,IMC,Taxi,Probable Cause,15-02-2018
61756,20070109X00026,Accident,CHI07CA028,2006-11-26,"MOLINE, IL",United States,41.448611,-90.5075,MLI,Quad City International,Non-Fatal,Substantial,Airplane,N471BW,cessna,421C,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,26-03-2007
61765,20070119X00074,Accident,SEA07CA032,2006-12-01,"POINT ROBERTS, WA",United States,48.979723,-123.078889,1RL,Point Roberts Airpark,Non-Fatal,Substantial,Airplane,N119N,riley,D-16A,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,26-03-2007
61779,20061221X01834,Accident,CHI07CA033,2006-12-05,"MENOMINEE, MI",United States,45.126389,-87.638333,MNM,Menominee-Marinette Twin,Non-Fatal,Substantial,Airplane,N425JP,cessna,C-425,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,26-02-2007
61798,20070223X00221,Accident,CHI07CA075,2006-12-10,"WAUKEGAN, IL",United States,42.422223,-87.867778,UGN,WAUKEGAN REGIONAL,Non-Fatal,Substantial,Airplane,N523FX,"bombardier, inc.",BD-100-1A10,No,2.0,Turbo Fan,Part 135: Air Taxi & Commuter,NSCH,,"Jet Solutions, Llc",0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,29-11-2007
61811,20090616X35505,Incident,CEN09WA360,2006-12-12,"Lelystad, Netherlands",Netherlands,52.46,5.526667,EHLE,Lelystad Airport,Incident,Unknown,Airplane,N840PN,gulfstream american corp,690C,No,2.0,Turbo Prop,"Non-U.S., Commercial",NSCH,,,0.0,0.0,0.0,5.0,VMC,,Foreign,23-06-2009
61824,20070117X00063,Accident,DFW07CA038,2006-12-15,"Brackettville, TX",United States,29.216667,-100.616667,2TX3,La Fonda Ranch Airport,Non-Fatal,Destroyed,Airplane,N642CB,cessna,421,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,26-03-2007
61829,20090617X33018,Incident,ENG06WA040,2006-12-16,"Mount Isa Queensland, Australia, Australia",Australia,,,,,Incident,Unknown,Airplane,,saab,340,No,2.0,Turbo Shaft,"Non-U.S., Commercial",SCHD,,,0.0,0.0,0.0,1.0,,,Foreign,20-10-2009
61849,20070118X00070,Accident,CHI07CA049,2006-12-22,"MOSINEE, WI",United States,44.7775,-89.666667,,,Non-Fatal,Substantial,Airplane,N799CZ,beech,99,No,2.0,Turbo Prop,Part 91: General Aviation,,Positioning,,0.0,0.0,0.0,1.0,IMC,Landing,Probable Cause,26-03-2007
61851,20070103X00002,Accident,MIA07FA029,2006-12-22,"Greenhead, FL",United States,30.470556,-85.648611,,,Fatal(5),Destroyed,Airplane,N70BC,cessna,421B,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,5.0,0.0,0.0,1.0,IMC,Cruise,Probable Cause,28-12-2008
61861,20070111X00042,Accident,LAX07LA064B,2006-12-26,"SAN DIEGO, CA",United States,32.733611,-117.189722,KSAN,San Diego,Non-Fatal,Substantial,Airplane,N673AA,boeing,737-3A4,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,,0.0,0.0,0.0,208.0,VMC,Taxi,Probable Cause,15-02-2018
61867,20061227X01849,Incident,MIA07IA031,2006-12-26,"Miami, FL",United States,25.793333,-80.290555,KMIA,Miami International,Incident,Unknown,Airplane,G-BNLM,boeing,747-436,No,4.0,Turbo Fan,Part 129: Foreign,SCHD,,,0.0,0.0,0.0,368.0,VMC,Taxi,Probable Cause,03-03-2009
61868,20070111X00042,Accident,LAX07LA064A,2006-12-26,"San Diego, CA",United States,32.733611,-117.189722,KSAN,San Diego,Non-Fatal,Minor,Airplane,N207WN,boeing,737-7H4,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,,0.0,0.0,0.0,208.0,VMC,Taxi,Probable Cause,15-02-2018
61897,20070207X00152,Accident,DEN07CA046,2007-01-01,"WALDEN, CO",United States,40.75,-106.271389,,,Non-Fatal,Substantial,Airplane,N821GS,piper,PA-34-200T,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,26-03-2007
61921,20081219X65333,Incident,ENG07WA028,2007-01-07,"JFK, NY",United States,,,JFK,John F. Kennedy International,Incident,Minor,Airplane,,mcdonnell douglas,MD11,No,3.0,Turbo Fan,Part 129: Foreign,SCHD,,,0.0,0.0,0.0,253.0,,,Foreign,14-07-2009
61928,20070221X00205,Accident,CHI07CA058,2007-01-10,"COLUMBUS, OH",United States,39.813611,-82.927778,LCK,Rickenbacker International,Non-Fatal,Substantial,Airplane,N40AN,learjet,35A,No,2.0,Turbo Fan,Part 135: Air Taxi & Commuter,NSCH,,,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,26-03-2007
61937,20081003X63350,Incident,ENG07IA009,2007-01-12,"Chicago, IL",United States,,,MDW,Chicago Midway Airport,Incident,Minor,Airplane,N950MA,mitsubishi,MU-2B-36,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,,Flight Line Inc. (dba: American Check Transport),0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,12-03-2012
61947,20070131X00121,Accident,MIA07FA042,2007-01-15,"ADJUNTAS, PR",United States,18.147222,-66.798333,,,Fatal(2),Substantial,Airplane,N90KB,partenavia,P 68C,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,IMC,Descent,Probable Cause,28-12-2008
61954,20070502X00498,Accident,ANC07LA016,2007-01-17,"NENANA, AK",United States,64.543055,-149.276111,,,Non-Fatal,Substantial,Airplane,N82FA,douglas,C54G-DC,No,4.0,Reciprocating,"Part 125: 20+ Pax,6000+ lbs",,Other Work Use,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,25-01-2011
61961,20081219X65325,Incident,ENG07RA012,2007-01-20,"Gatwick, United Kingdom",United Kingdom,,,LGW,Gatwick International Airport,Incident,Minor,Airplane,,dassault,FALCON900,No,3.0,Turbo Fan,"Non-U.S., Commercial",NSCH,,,0.0,0.0,0.0,2.0,,,Foreign,14-07-2009
61965,20070221X00201,Accident,DEN07CA057,2007-01-21,"CRAIG, CO",United States,40.491389,-107.525278,CAG,Craig-Moffat Airport,Non-Fatal,Substantial,Airplane,N88JE,"smith, ted aerostar",601P,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,26-03-2007
62000,20070305X00244,Accident,LAX07CA077,2007-01-31,"Kaunakakai, HI",United States,21.150278,-157.096666,,,Non-Fatal,Unknown,Airplane,N979HA,"bombardier, inc.",DHC-8-103,No,2.0,Turbo Prop,Part 91: General Aviation,,Positioning,,0.0,1.0,0.0,5.0,VMC,Descent,Probable Cause,25-04-2007
62008,20070208X00156,Accident,CHI07LA063,2007-02-02,"CAPE GIRARDEAU, MO",United States,37.225278,-89.573611,CGI,Cape Girardeau,Non-Fatal,Substantial,Airplane,N777AJ,raytheon aircraft company,B200,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,20-11-2008
62024,20070214X00187,Accident,SEA07FA051,2007-02-06,"BELGRADE, MT",United States,45.993055,-111.236666,BZN,GALLATIN FIELD,Fatal(3),Substantial,Airplane,N45MF,beech,200,No,2.0,Turbo Shaft,Part 91: General Aviation,,Unknown,,3.0,0.0,0.0,1.0,VMC,Descent,Probable Cause,06-01-2009
62046,20081219X65331,Incident,ENG07WA019,2007-02-10,"Shanghai, China",China,,,PVG,Shanghai International Airport,Incident,Unknown,Airplane,,airbus,A300,No,2.0,Turbo Fan,Unknown,NSCH,,,0.0,0.0,0.0,2.0,,,Foreign,14-07-2009
62150,20070323X00324,Accident,CHI07FA084,2007-03-09,"MUNSTER, IN",United States,41.532223,-87.509167,IGQ,Lansing Municipal Airport,Fatal(2),Substantial,Airplane,N332HA,beech,58,No,2.0,Reciprocating,Part 91: General Aviation,,Executive/corporate,,2.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,21-01-2016
62211,20081219X65328,Incident,ENG07WA016,2007-03-19,"Stansted, United Kingdom",United Kingdom,,,STN,London Stansted,Incident,Unknown,Airplane,,lockheed,L188C,No,,Turbo Prop,Unknown,,,,0.0,0.0,0.0,3.0,UNK,,Foreign,
62240,20070417X00429,Accident,NYC07LA087,2007-03-26,"NEWPORT NEWS, VA",United States,37.131667,-76.492777,PHF,Newport News International,Non-Fatal,Substantial,Airplane,N527PA,gates learjet,36A,No,2.0,Turbo Fan,Public Use,,Public Aircraft,,0.0,0.0,0.0,2.0,IMC,Takeoff,Probable Cause,25-01-2011
62267,20081219X65330,Incident,ENG07IA018,2007-03-31,"Palm Springs, CA",United States,,,KPSP,Palm Springs International,Incident,Minor,Airplane,N244FX,learjet,,No,2.0,Turbo Fan,Part 135: Air Taxi & Commuter,NSCH,,Jet Solutions Llc (dba: Jet Solutions Llc),0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,23-03-2010
62268,20070731X01063,Accident,MIA07CA070,2007-04-01,"FORT LAUDERDALE, FL",United States,26.197222,-80.170556,FXE,FORT LAUDERDALE EXECUTIVE,Non-Fatal,Substantial,Airplane,N828EW,cessna,206G,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,1.0,VMC,Approach,Probable Cause,14-09-2007
62288,20070524X00632,Accident,ATL07CA068,2007-04-06,"DECATUR, AL",United States,34.652222,-86.940555,DCU,PRYOR FIELD,Non-Fatal,Substantial,Airplane,N107WB,beech,D50E,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,27-06-2007
62295,20070503X00504,Accident,CHI07FA107,2007-04-07,"LAKE MICHIGAN, MI",United States,42.858333,-86.358333,ORD,Chicago O'Hare Intl,Non-Fatal,Substantial,Airplane,N77181,canadair,CL-600-2B19,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,"Mesa Airlines, Inc. (dba: United Express)",0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,24-12-2008
62317,20070501X00494,Accident,DCA07FA037,2007-04-12,"TRAVERSE CITY, MI",United States,44.741666,-85.593333,KTVC,Cherry Capitol Airport,Non-Fatal,Substantial,Airplane,N8905F,bombardier,CL-600-2B19,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,Pinnacle Air Inc (dba: Northwest Airlink),0.0,0.0,0.0,52.0,IMC,Landing,Probable Cause,04-06-2009
62325,20070503X00508,Accident,DFW07CA091,2007-04-13,"MCKINNEY, TX",United States,33.178056,-96.590555,KTKI,Collin County Regional Airport,Non-Fatal,Substantial,Airplane,N3022T,cessna,320C,No,2.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,27-06-2007
62326,20070511X00552,Accident,CHI07CA109,2007-04-13,"WALKER, MN",United States,47.158333,-94.646111,,,Non-Fatal,Substantial,Airplane,N770C,piper,PA-31-350,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,27-06-2007
62402,20070520X00598,Accident,NYC07LA105,2007-04-25,"La Plata, MD",United States,38.454722,-77.049722,,,Non-Fatal,Unknown,Airplane,N648SW,boeing,737-300,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,,0.0,1.0,0.0,102.0,IMC,Approach,Probable Cause,06-05-2009
62405,20070522X00617,Accident,DEN07CA087,2007-04-26,"HATCH, NM",United States,32.823056,-107.095,E05,HATCH MUNI,Non-Fatal,Substantial,Airplane,N3700G,cessna,310R,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,,Aero Charter And Transport,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,27-06-2007
62453,20070510X00542,Incident,MIA07IA088,2007-05-02,"Atlanta, GA",United States,33.636666,-84.428056,ATL,Hartsfield - Jackson Atlanta,Incident,Unknown,Airplane,N270AX,mcdonnell douglas,DC-10-30,No,3.0,Turbo Fan,Part 121: Air Carrier,NSCH,,Omni Air International Inc,0.0,0.0,0.0,306.0,VMC,Descent,Probable Cause,29-01-2009
62455,20070531X00668,Accident,NYC07LA107,2007-05-03,"CHERRY POINT, NC",United States,34.900833,-76.880556,NKT,CHERRY POINT MCAS /CUNNINGHAM,Non-Fatal,Substantial,Airplane,N5234A,grumman,S-2B,No,2.0,Reciprocating,Part 91: General Aviation,,Positioning,,0.0,3.0,2.0,1.0,VMC,Approach,Probable Cause,02-11-2016
62458,20070508X00524,Accident,LAX07FA150,2007-05-03,"Dillon, MT",United States,45.253333,-112.548889,DLN,Dillon,Fatal(2),Destroyed,Airplane,N22HP,cessna,S550,No,2.0,Turbo Jet,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,25-11-2008
62550,20070601X00676,Accident,NYC07LA121,2007-05-18,"SYRACUSE, NY",United States,43.111111,-76.106389,SYR,Syracuse Hancock International,Non-Fatal,Substantial,Airplane,N1799U,douglas,DC-9-31,No,2.0,Turbo Jet,Part 121: Air Carrier,SCHD,,,0.0,0.0,0.0,99.0,VMC,Standing,Probable Cause,25-11-2008
62568,20070615X00735,Accident,CHI07CA152,2007-05-22,"KOKOMO, IN",United States,40.528056,-86.058889,OKK,KOKOMO MUNI,Non-Fatal,Substantial,Airplane,N85SC,cessna,421C,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,,"Miller, Dave (dba: Miller Aviation)",0.0,0.0,0.0,5.0,VMC,Takeoff,Probable Cause,27-06-2007
62574,20070730X01047,Accident,LAX07CA174,2007-05-23,"PAHOKEE, FL",United States,26.779445,-80.6925,PHK,PALM BEACH CO GLADES,Non-Fatal,Substantial,Airplane,N5090M,beech,76,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-08-2007
62581,20070613X00719,Accident,DFW07CA121,2007-05-24,"LUBBOCK, TX",United States,33.650833,-101.828889,LBB,Lubbock Preston Smith Int.,Non-Fatal,Substantial,Airplane,N255ER,piper,PA-44-180,No,2.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,27-06-2007
62583,20090421X25414,Incident,ENG07WA041,2007-05-24,"Broome, Australia, Australia",Australia,,,BME,Broome,Incident,Unknown,Airplane,,beech,B200,No,2.0,Turbo Prop,Unknown,,,,0.0,0.0,0.0,1.0,,,Foreign,20-10-2009
62626,20070705X00889,Accident,LAX07CA182,2007-06-01,"Chandler, AZ",United States,33.309166,-111.925833,KP19,Stellar Airpark,Non-Fatal,Destroyed,Airplane,N8688K,cessna,340A,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,25-07-2007
62647,20081219X65334,Incident,ENG07IA030,2007-06-04,"Bismarck, ND",United States,,,KBIS,Bismarck,Incident,Minor,Airplane,N136DH,learjet,36,No,2.0,Turbo Fan,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,,Takeoff,Probable Cause,16-03-2011
62648,20070613X00718,Accident,CHI07MA160,2007-06-04,"Milwaukee, WI",United States,43.036666,-87.856389,MKE,GENERAL MITCHELL INTERNATIONAL,Fatal(6),Destroyed,Airplane,N550BP,cessna,550,No,2.0,Turbo Fan,Part 135: Air Taxi & Commuter,NSCH,,Marlin Air Inc,6.0,0.0,0.0,1.0,VMC,Climb,Probable Cause,17-11-2009
62659,20070808X01138,Accident,NYC07CA133,2007-06-07,"LUMBERTON, NJ",United States,39.934166,-74.807222,N14,Flying W Airport,Non-Fatal,Substantial,Airplane,N2173S,piper,PA-44-180,No,2.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,30-08-2007
62673,20070616X00749,Accident,SEA07LA152,2007-06-10,"SANTA BARBARA, CA",United States,34.426111,-119.840277,SBA,Santa Barbara Municipal Apt,Non-Fatal,Substantial,Airplane,N914DD,dassault-breguet,Mystere Falcon 900,No,3.0,Turbo Fan,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,15.0,VMC,Takeoff,Probable Cause,10-11-2008
62697,20070627X00819,Incident,LAX07IA191,2007-06-13,"Phoenix, AZ",United States,33.434444,-112.011667,PHX,Pheonix Sky Harbor Intl.,Incident,Unknown,Airplane,N7264V,"bombardier, inc.",CL-600-2B19,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,"Mesa Airlines, Inc. (dba: Us Airways Express)",0.0,0.0,0.0,53.0,VMC,Standing,Probable Cause,29-01-2009
62732,20070807X01131,Accident,NYC07CA141,2007-06-18,"MARIETTA, PA",United States,40.092222,-77.574445,N71,Donegal Springs,Non-Fatal,Substantial,Airplane,N97044,piper,PA31-310,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,30-08-2007
62764,20070628X00837,Accident,DEN07CA103,2007-06-22,"HIGHGATE, VT",United States,44.983333,-73.166667,,,Non-Fatal,Substantial,Airplane,N8078Y,piper,PA-30,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Approach,Probable Cause,25-07-2007
62781,20070717X00952,Accident,ANC07CA053,2007-06-24,"DUTCH HARBOR, AK",United States,53.971945,-166.85,DFB,Driftwood Bay,Non-Fatal,Substantial,Airplane,N7811,grumman,G21A,No,2.0,Reciprocating,Part 91: General Aviation,,Positioning,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,30-08-2007
62802,20070705X00879,Accident,CHI07FA184B,2007-06-27,"CHICAGO, IL",United States,41.968611,-87.907778,ORD,CHICAGO O'HARE INTL,Non-Fatal,Substantial,Airplane,N9630A,mcdonnell douglas,MD 83,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,,0.0,0.0,0.0,501.0,VMC,Standing,Probable Cause,23-03-2009
62804,20070705X00879,Accident,CHI07FA184A,2007-06-27,"Chicago, IL",United States,41.968611,-87.907778,ORD,CHICAGO O'HARE INTL,Non-Fatal,Minor,Airplane,N213UA,boeing,777-222,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,,0.0,0.0,0.0,501.0,VMC,Taxi,Probable Cause,23-03-2009
62826,20070711X00907,Accident,CHI07FA187,2007-06-30,"Conway, AR",United States,35.081389,-92.433056,KCWS,Dennis F. Cantrell Field Arpt,Fatal(2),Destroyed,Airplane,N771HR,cessna,500,No,2.0,Turbo Fan,Part 91: General Aviation,,Personal,,2.0,0.0,1.0,1.0,VMC,Landing,Probable Cause,10-09-2009
62847,20070713X00933,Accident,LAX07FA200,2007-07-03,"Carlsbad, CA",United States,33.127223,-117.299444,CRQ,Carsbad,Fatal(2),Destroyed,Airplane,N47LC,beech,E90,No,2.0,Turbo Prop,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,1.0,IMC,Takeoff,Probable Cause,17-06-2019
62887,20071106X01735,Accident,MIA07CA122,2007-07-08,"Louisburg, NC",United States,36.088055,-78.368611,,,Non-Fatal,Minor,Airplane,N1999G,beech,B90,No,2.0,Turbo Prop,Part 91: General Aviation,,Skydiving,,0.0,1.0,0.0,12.0,VMC,Descent,Probable Cause,29-11-2007
62890,20070716X00937,Accident,MIA07FA117,2007-07-09,"NICHOLS, FL",United States,27.857222,-82.026945,LAL,Lakeland Linder Regional,Fatal(2),Substantial,Airplane,N387RP,piper,PA-30,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,11-06-2009
62902,20070723X00973,Accident,NYC07MA162,2007-07-10,"Sanford, FL",United States,28.809722,-81.292777,SFB,Orlando Sanford International,Fatal(5),Destroyed,Airplane,N501N,cessna,310R,No,2.0,Reciprocating,Part 91: General Aviation,,Executive/corporate,,5.0,4.0,0.0,1.0,VMC,Cruise,Probable Cause,19-01-2012
62912,20070721X00971,Incident,NYC07IA164,2007-07-11,"Orlando, FL",United States,28.366667,-81.083333,,,Incident,Minor,Airplane,N105GC,piper,PA-31-350,No,2.0,Reciprocating,Part 91: General Aviation,,Positioning,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,11-02-2009
62913,20070806X01111,Accident,NYC07LA166,2007-07-12,"ENTERPRISE, AL",United States,31.299722,-85.899722,EDN,Enterprise Municipal Airport,Non-Fatal,Substantial,Airplane,N4043P,piper,PA-23-160,No,2.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,1.0,1.0,VMC,Approach,Probable Cause,06-05-2009
62918,20070911X01360,Accident,MIA07CA119,2007-07-12,"Atlanta, GA",United States,33.636666,-84.428334,ATL,THE WILLIAM B HARTSFIELD ATLAN,Non-Fatal,Unknown,Airplane,N865DA,boeing,777-232,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,Delta Air Lines Inc,0.0,1.0,0.0,250.0,VMC,Taxi,Probable Cause,31-10-2007
62940,20070831X01277,Accident,SEA07CA221,2007-07-15,"STANLEY, ID",United States,44.208611,-114.934444,2U7,Stanley,Non-Fatal,Substantial,Airplane,N6561B,britten-norman,BN-2A-20,No,2.0,Reciprocating,Part 91: General Aviation,,Positioning,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,29-11-2007
63009,20081219X65340,Incident,ENG07WA040,2007-07-23,"Indian Ocean, Unknown",Unknown,,,,,Incident,Unknown,Airplane,,airbus,A330,No,2.0,Turbo Fan,"Non-U.S., Commercial",SCHD,,,0.0,0.0,0.0,1.0,,,Foreign,19-05-2010
63036,20070904X01301,Accident,NYC07CA185,2007-07-27,"WALLKILL, NY",United States,41.627778,-74.133611,N45,Kobelt Airport,Non-Fatal,Substantial,Airplane,N435A,beech,65-A90,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,31-10-2007
63084,20070913X01391,Accident,CHI07CA248,2007-08-01,"BISMARK, ND",United States,46.801667,-100.679167,,,Non-Fatal,Substantial,Airplane,N529R,beech,B60,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,31-10-2007
63101,20070908X01337,Accident,LAX07CA243,2007-08-04,"BIG CREEK, ID",United States,45.133056,-115.321945,U60,Big Creek,Non-Fatal,Substantial,Airplane,N9356K,piper,PA-34-200T,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,31-10-2007
63108,20070815X01188,Accident,DEN07MA134,2007-08-05,"Ruidoso, NM",United States,33.459167,-105.453333,SRR,Sierra Blanca Regional,Fatal(5),Destroyed,Airplane,N369CD,beech,E90B,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,,,5.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,28-12-2008
63113,20070912X01387,Accident,SEA07CA224,2007-08-07,"OCEANSIDE, CA",United States,33.218056,-117.351389,OKB,Oceanside Municipal,Non-Fatal,Substantial,Airplane,N968J,cessna,421B,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,29-11-2007
63117,20070909X01342,Accident,NYC07LA187,2007-08-08,"CHAMBLEE, GA",United States,33.936944,-84.270834,,,Non-Fatal,Substantial,Airplane,N969CB,cessna,T337G,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,2.0,0.0,1.0,VMC,Climb,Probable Cause,24-12-2008
63160,20081219X65335,Incident,ENG07IA034,2007-08-12,"Salt Lake City, UT",United States,,,KSLC,Salt Lake City International,Incident,Unknown,Airplane,N244F,learjet,,No,2.0,Turbo Fan,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,2.0,,Climb,Probable Cause,23-03-2010
63185,20070928X01473,Accident,LAX07CA255,2007-08-16,"HEBER, UT",United States,40.466667,-11.416667,36U,Heber City Municipal Airport,Non-Fatal,Substantial,Airplane,N7947R,beech,D55,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,29-11-2007
63225,20070927X01458,Accident,DFW07CA189,2007-08-22,"Hobby Airport, TX",United States,29.645555,-95.278889,HOU,WILLIAM P HOBBY,Non-Fatal,Unknown,Airplane,N6kf,mitsubishi,MU-2B-36,No,2.0,Turbo Prop,Part 91: General Aviation,,Unknown,,0.0,1.0,0.0,1.0,VMC,Standing,Probable Cause,29-11-2007
